cell_id,longitude,latitude
c00884,-46.92,-23.1686
c00885,-47.1989,-22.8191
c00886,-46.7738,-23.5301
c00887,-46.0204,-23.3011
c00888,-46.5346,-23.4657
c00889,-46.6604,-23.6248
c00890,-45.6791,-23.1491
c00891,-46.5006,-23.8674
c00892,-45.0781,-23.4743
c00893,-46.5895,-23.5927
c00894,-46.4618,-23.7085
c00895,-46.4974,-23.5157
c00896,-46.7184,-23.6334
c00897,-46.8848,-23.1888
c00898,-46.5602,-23.512
c00899,-46.6714,-23.5252
c00900,-46.5188,-23.4947
c00901,-46.8838,-23.2005
c00902,-46.6861,-23.6109
c00903,-46.4947,-23.4162
c00904,-46.616,-23.52
c00905,-46.3459,-23.4586
c00906,-46.8171,-23.5243
c00907,-46.7031,-23.5669
c00908,-46.5809,-23.5308
c00909,-45.2908,-23.5705
c00910,-43.1717,-22.9203
c00911,-46.8697,-23.2733
c00912,-46.7034,-23.6608
c00913,-47.028,-22.8794
c00914,-46.6451,-23.5664
c00915,-46.5549,-23.6154
c00916,-46.5839,-23.4749
c00917,-43.1652,-22.9514
c00918,-46.7848,-23.6297
c00919,-45.2283,-23.5367
c00920,-43.3058,-22.844
c00921,-46.5055,-23.5331
c00922,-46.4602,-23.4416
c00923,-47.0044,-22.8951
c00924,-46.2202,-23.3616
c00925,-46.615,-23.5007
c00926,-46.7469,-23.5206
c00927,-46.5737,-23.8589
c00928,-46.6497,-23.5672
c00929,-46.6912,-23.5928
c00930,-46.9292,-23.5635
c00931,-46.6494,-23.5543
c00932,-45.5936,-22.9346
c00933,-47.2098,-22.8484
c00934,-46.4731,-23.6652
c00935,-46.5435,-23.6271
c00936,-45.5587,-23.0556
c00937,-46.3343,-23.4919
c00938,-46.8871,-23.5865
c00939,-46.8108,-23.5126
c00940,-46.8461,-23.3663
c00941,-46.7397,-23.478
c00942,-46.4972,-23.4144
c00943,-46.469,-23.6744
c00944,-46.6915,-23.5896
c00945,-46.6393,-23.56
c00946,-46.5998,-23.5235
c00947,-45.9441,-23.338
c00948,-46.8214,-23.0279
c00949,-46.4992,-23.4655
c00950,-46.4099,-23.167
c00951,-46.9596,-23.1514
c00952,-46.6147,-23.5198
c00953,-46.8941,-23.5249
c00954,-46.5119,-23.7656
c00955,-46.73,-23.5593
c00956,-43.1742,-22.9301
c00957,-46.5744,-23.2943
c00958,-46.7199,-23.5229
c00959,-46.3161,-22.8328
c00960,-45.4019,-23.8016
c00961,-43.5424,-22.3304
c00962,-43.5226,-22.3237
c00963,-46.7126,-23.5701
c00964,-45.1921,-23.5129
c00965,-46.5702,-23.61
c00966,-46.5832,-23.5374
c00967,-46.5423,-23.6615
c00968,-46.2425,-23.4739
c00969,-46.9177,-23.6323
c00970,-46.2789,-23.9507
c00971,-46.5965,-23.5937
c00972,-47.3085,-22.6756
c00973,-46.5614,-23.6618
c00974,-46.2694,-23.443
c00975,-46.9673,-23.1747
c00976,-46.5608,-23.4996
c00977,-44.0575,-22.5873
c00978,-43.1765,-22.9673
c00979,-46.5444,-23.6256
c00980,-46.789,-23.6759
c00981,-45.8854,-23.2177
c00982,-46.5015,-23.6334
c00983,-46.3303,-23.5069
c00984,-46.6452,-23.5732
c00985,-43.1925,-22.9811
c00986,-46.3385,-23.5578
c00987,-46.3895,-23.5549
c00988,-45.2015,-23.5186
c00989,-46.5597,-23.534
c00990,-46.7944,-23.5259
c00991,-45.7011,-23.1601
c00992,-46.7122,-23.6698
c00993,-46.76,-23.503
c00994,-47.2355,-23.1321
c00995,-46.7368,-23.5243
c00996,-46.7388,-23.584
c00997,-45.7106,-23.0813
c00998,-46.4018,-23.6811
c00999,-46.7243,-23.6488
c01000,-46.7112,-23.4887
c01001,-43.1881,-22.9753
c01002,-46.7465,-23.5963
c01003,-45.5947,-23.0377
c01004,-45.892,-23.2023
c01005,-43.2108,-22.952
c01006,-46.3357,-23.4538
c01007,-45.9076,-23.2127
c01008,-46.6907,-23.5863
c01009,-46.3147,-23.8849
c01010,-46.7396,-23.5718
c01011,-46.4995,-23.4182
c01012,-46.5284,-23.652
c01013,-46.9809,-23.4987
c01014,-46.6985,-23.6417
c01015,-46.9874,-22.8252
c01016,-46.6767,-23.56
c01017,-46.7138,-23.6296
c01018,-46.3443,-23.9456
c01019,-46.5542,-23.5352
c01020,-45.7177,-23.3262
c01021,-45.4343,-23.2016
c01022,-46.3286,-23.5188
c01023,-46.7225,-23.6405
c01024,-46.5127,-23.6351
c01025,-45.6118,-23.0551
c01026,-46.3319,-23.4047
c01027,-46.7421,-23.5683
c01028,-47.0282,-22.8109
c01029,-46.6186,-23.5371
c01030,-43.5637,-22.726
c01031,-46.5938,-23.7537
c01032,-45.8989,-23.2297
c01033,-46.8129,-23.6022
c01034,-46.5141,-23.9095
c01035,-46.7268,-23.6437
c01036,-43.2217,-22.968
c01037,-46.5744,-23.4613
c01038,-46.5449,-23.4884
c01039,-46.6456,-23.5549
c01040,-46.7425,-23.5959
c01041,-45.8777,-23.2291
c01042,-45.9178,-23.2149
c01043,-45.9508,-23.1633
c01044,-47.1352,-22.8482
c01045,-45.3142,-23.2279
c01046,-46.7166,-23.6797
c01047,-46.6021,-23.5865
c01048,-46.2447,-23.9876
c01049,-46.6296,-23.6437
c01050,-46.5593,-23.4947
c01051,-46.5748,-23.5266
c01052,-46.8957,-22.7308
c01053,-46.6081,-23.5165
c01054,-46.6451,-23.5503
c01055,-46.7992,-23.2035
c01056,-43.1745,-22.9516
c01057,-46.3531,-23.4836
c01058,-46.6442,-23.5284
c01059,-46.6454,-23.5291
c01060,-46.8859,-23.1753
c01061,-46.7768,-23.3748
c01062,-46.9202,-23.5971
c01063,-46.698,-23.6106
c01064,-46.5367,-23.4789
c01065,-46.6613,-23.6252
c01066,-46.4572,-23.6654
c01067,-46.8299,-23.4061
c01068,-45.5858,-23.0264
c01069,-46.5026,-23.4266
c01070,-46.7246,-23.562
c01071,-46.7012,-23.6211
c01072,-46.679,-23.581
c01073,-46.9122,-23.6448
c01074,-46.7109,-23.5786
c01075,-46.8261,-23.6946
c01076,-46.7765,-23.6116
c01077,-46.9178,-23.5984
c01078,-46.7351,-23.5452
c01079,-45.6175,-22.7871
c01080,-46.4488,-23.5419
c01081,-46.3752,-23.9265
c01082,-46.7697,-23.6599
c01083,-43.1907,-22.9739
c01084,-46.7343,-23.5459
c01085,-46.1811,-23.4032
c01086,-46.496,-23.4217
c01087,-46.6686,-23.5587
c01088,-46.4625,-23.7069
c01089,-45.8969,-23.2107
c01090,-43.1862,-22.9725
c01091,-46.8619,-23.6911
c01092,-45.0668,-23.4278
c01093,-45.0959,-23.489
c01094,-47.3206,-23.2628
c01095,-46.4577,-23.5031
c01096,-46.7045,-23.6601
c01097,-46.7028,-23.6674
c01098,-46.5996,-23.5762
c01099,-46.7244,-23.5774
c01100,-46.7592,-23.5334
c01101,-43.1962,-22.9779
c01102,-45.9313,-23.236
c01103,-46.6498,-23.5554
c01104,-46.469,-23.6634
c01105,-44.9692,-23.3835
c01106,-45.4014,-23.7374
c01107,-43.2548,-22.9187
c01108,-43.1677,-22.9536
c01109,-46.8741,-23.7085
c01110,-45.953,-23.2717
c01111,-46.4155,-23.9284
c01112,-46.9331,-22.4334
c01113,-46.1841,-23.5156
c01114,-46.4886,-23.6681
c01115,-46.6089,-23.5322
c01116,-46.6905,-23.5877
c01117,-43.1918,-22.9864
c01118,-46.5059,-23.6382
c01119,-46.5362,-23.4858
c01120,-46.3373,-23.4967
c01121,-43.243,-22.9858
c01122,-46.7049,-23.5178
c01123,-46.0433,-23.3066
c01124,-43.2046,-22.9386
c01125,-46.3353,-23.5023
c01126,-46.7107,-23.6314
c01127,-46.6498,-23.6689
c01128,-46.5961,-23.5422
c01129,-46.5236,-23.7823
c01130,-47.3248,-23.2673
c01131,-46.7186,-23.6557
c01132,-46.6638,-23.5616
c01133,-46.3208,-23.9486
c01134,-46.5776,-23.6028
c01135,-46.5593,-23.5015
c01136,-46.7205,-23.6398
c01137,-46.661,-23.6244
c01138,-46.5079,-23.4435
c01139,-46.4918,-23.4634
c01140,-46.6675,-23.5256
c01141,-46.7017,-23.6219
c01142,-46.6942,-23.0374
c01143,-44.9562,-23.3725
c01144,-46.5568,-23.4959
c01145,-46.6847,-23.661
c01146,-46.4696,-23.6738
c01147,-46.808,-23.0045
c01148,-46.7327,-23.5593
c01149,-46.395,-23.6528
c01150,-46.7695,-23.66
c01151,-46.3411,-23.5567
c01152,-45.9017,-23.2188
c01153,-46.7023,-23.5191
c01154,-45.0666,-23.4496
c01155,-46.7621,-23.4191
c01156,-46.8554,-23.5327
c01157,-46.9724,-23.1843
c01158,-46.7184,-23.6548
c01159,-46.689,-23.5741
c01160,-46.563,-23.514
c01161,-45.9113,-23.2108
c01162,-46.7433,-23.5185
c01163,-46.7219,-23.5213
c01164,-46.6379,-23.5183
c01165,-43.1991,-22.9575
c01166,-46.6787,-23.5805
c01167,-43.2057,-22.9626
c01168,-46.4329,-23.4762
c01169,-46.8292,-23.6977
c01170,-46.4671,-23.6858
c01171,-45.1914,-23.5141
c01172,-46.7681,-23.3934
c01173,-46.008,-23.2093
c01174,-46.4599,-23.6682
c01175,-46.1795,-23.1961
c01176,-45.9097,-23.2066
c01177,-45.9357,-23.3105
c01178,-47.3202,-23.2171
c01179,-46.6372,-23.5519
c01180,-46.489,-23.4613
c01181,-46.6529,-23.5511
c01182,-46.8137,-23.6223
c01183,-46.5564,-23.6616
c01184,-46.7199,-23.6361
c01185,-46.7116,-23.5663
c01186,-46.5285,-23.6457
c01187,-46.9489,-23.1407
c01188,-46.8429,-23.5165
c01189,-46.5153,-23.6337
c01190,-46.6409,-23.5684
c01191,-46.7738,-23.5247
c01192,-45.9327,-23.1992
c01193,-46.8431,-23.6549
c01194,-46.7434,-23.4759
c01195,-46.6105,-23.5618
c01196,-45.8643,-23.2457
c01197,-46.5557,-23.5395
c01198,-46.3777,-23.8678
c01199,-46.5814,-23.528
c01200,-46.6004,-23.6154
c01201,-46.5754,-23.5839
c01202,-46.6372,-23.5466
c01203,-46.6484,-23.5181
c01204,-47.054,-23.94
c01205,-46.5893,-23.5927
c01206,-45.8953,-23.2159
c01207,-46.5125,-23.6304
c01208,-46.3628,-23.8715
c01209,-45.6177,-22.8613
c01210,-43.191,-22.9846
c01211,-46.2874,-23.4413
c01212,-46.4902,-23.7357
c01213,-46.5286,-23.6582
c01214,-46.4805,-23.6638
c01215,-46.6514,-23.6306
c01216,-46.0271,-23.3028
c01217,-46.4697,-23.8998
c01218,-46.8967,-23.6413
c01219,-46.528,-23.6536
c01220,-46.3423,-23.5623
c01221,-46.7104,-23.5728
c01222,-46.6362,-23.519
c01223,-46.8521,-23.5171
c01224,-47.0478,-22.8554
c01225,-45.4354,-23.8226
c01226,-46.4688,-23.6744
c01227,-46.711,-23.6266
c01228,-45.8649,-23.2453
c01229,-46.5051,-23.6624
c01230,-46.9351,-23.5455
c01231,-46.6716,-23.5148
c01232,-47.0354,-22.8205
c01233,-46.6732,-23.53
c01234,-46.2372,-23.4378
c01235,-46.6979,-23.5744
c01236,-47.2224,-22.8484
c01237,-43.1658,-22.9146
c01238,-46.7225,-23.6405
c01239,-46.3418,-23.5623
c01240,-46.6049,-23.5174
c01241,-46.4623,-23.4816
c01242,-46.5651,-23.5023
c01243,-46.3937,-23.4235
c01244,-46.35,-23.5932
c01245,-46.2385,-23.4845
c01246,-46.5123,-23.4683
c01247,-46.5308,-23.6483
c01248,-46.7026,-23.5671
c01249,-46.6693,-23.5548
c01250,-46.7134,-23.6292
c01251,-46.637,-23.5472
c01252,-46.4254,-23.7065
c01253,-47.0327,-22.8069
c01254,-46.6496,-23.5557
c01255,-46.6128,-23.519
c01256,-43.8279,-22.6619
c01257,-43.2644,-22.9973
c01258,-46.4283,-23.9309
c01259,-46.7133,-23.5775
c01260,-46.6581,-23.6133
c01261,-47.1636,-22.8453
c01262,-46.3983,-23.4144
c01263,-43.2094,-22.8763
c01264,-46.4342,-23.6904
c01265,-46.5323,-23.6791
c01266,-45.894,-23.2052
c01267,-45.9295,-23.2339
c01268,-46.0644,-23.4342
c01269,-45.9878,-23.2837
c01270,-46.484,-23.474
c01271,-46.661,-23.6256
c01272,-46.5317,-23.4803
c01273,-46.4,-23.66
c01274,-43.2202,-22.912
c01275,-46.4533,-23.4812
c01276,-46.8341,-23.5666
c01277,-46.12,-23.3507
c01278,-46.5845,-23.5149
c01279,-46.6616,-23.5546
c01280,-46.4923,-23.418
c01281,-46.5142,-23.5282
c01282,-46.8588,-23.6847
c01283,-43.711,-22.7172
c01284,-43.2152,-22.9645
c01285,-46.9691,-23.0959
c01286,-46.6015,-23.5249
c01287,-46.8102,-23.5759
c01288,-46.6679,-23.504
c01289,-46.9256,-23.6117
c01290,-46.5428,-23.4428
c01291,-46.6982,-23.6257
c01292,-46.5816,-23.5849
c01293,-46.6377,-23.5952
c01294,-46.6159,-23.5462
c01295,-45.8775,-23.2293
c01296,-45.8635,-23.2462
c01297,-45.6141,-22.768
c01298,-43.3656,-22.9874
c01299,-46.6019,-23.5714
c01300,-46.695,-23.5783
c01301,-46.4692,-23.4772
c01302,-43.4571,-22.7536
c01303,-46.7606,-23.5699
c01304,-46.5812,-23.6023
c01305,-46.5735,-23.5698
c01306,-46.652,-23.6679
c01307,-46.7295,-23.5877
c01308,-46.5078,-23.4423
c01309,-46.6891,-23.6616
c01310,-43.2052,-22.9675
c01311,-46.7647,-23.5738
c01312,-46.7235,-23.5863
c01313,-46.7859,-23.6701
c01314,-46.7085,-23.5095
c01315,-46.5593,-23.4968
c01316,-46.7418,-23.536
c01317,-46.7097,-23.5073
c01318,-46.8354,-23.5267
c01319,-46.6617,-23.5567
c01320,-46.0849,-23.3183
c01321,-46.2545,-23.975
c01322,-44.7323,-22.5245
c01323,-46.5911,-23.5945
c01324,-46.0405,-22.5599
c01325,-46.6693,-23.5461
c01326,-46.4036,-23.4256
c01327,-47.1307,-22.8683
c01328,-47.121,-23.9613
c01329,-46.9174,-23.7992
c01330,-46.492,-23.4218
c01331,-46.0667,-23.3131
c01332,-46.5737,-23.6089
c01333,-46.5502,-23.4782
c01334,-45.7098,-23.0841
c01335,-46.7492,-23.7963
c01336,-46.2619,-23.3822
c01337,-45.8908,-23.1848
c01338,-44.5281,-22.4403
c01339,-46.464,-23.6813
c01340,-46.6275,-23.5231
c01341,-45.6816,-23.3671
c01342,-46.5267,-23.6696
c01343,-46.6653,-23.5435
c01344,-45.5525,-23.512
c01345,-46.5917,-23.5855
c01346,-46.6563,-23.5169
c01347,-45.8981,-23.21
c01348,-46.6508,-23.5941
c01349,-44.3903,-22.457
c01350,-46.4603,-23.6671
c01351,-46.3251,-23.5279
c01352,-46.7185,-23.6405
c01353,-46.7488,-23.5862
c01354,-46.728,-23.5157
c01355,-46.7104,-23.5728
c01356,-46.6543,-23.5601
c01357,-45.4719,-22.931
c01358,-46.5785,-23.5267
c01359,-46.571,-23.4979
c01360,-46.7489,-23.6064
c01361,-46.5079,-23.6635
c01362,-43.6492,-22.9749
c01363,-45.7172,-23.3266
c01364,-45.6637,-23.7605
c01365,-43.2082,-22.9744
c01366,-46.4903,-23.6435
c01367,-46.4558,-23.5158
c01368,-43.1852,-22.9705
c01369,-45.4302,-23.8323
c01370,-46.5143,-23.6645
c01371,-46.639,-23.6294
c01372,-46.7027,-23.5676
c01373,-46.5793,-23.6686
c01374,-46.7023,-23.5674
c01375,-46.0631,-23.3112
c01376,-46.5392,-23.5358
c01377,-46.9047,-23.1942
c01378,-46.3271,-23.9514
c01379,-46.7149,-23.5085
c01380,-43.1859,-22.9683
c01381,-44.9098,-22.6202
c01382,-46.6317,-23.6435
c01383,-46.5184,-23.9063
c01384,-46.6988,-23.6191
c01385,-46.5335,-23.4975
c01386,-43.2408,-22.867
c01387,-46.8724,-23.5103
c01388,-46.7659,-23.5047
c01389,-46.1989,-23.5221
c01390,-46.7023,-23.5679
c01391,-46.9974,-22.8306
c01392,-46.6915,-23.6289
c01393,-46.7292,-23.541
c01394,-46.7045,-23.5723
c01395,-45.9536,-23.297
c01396,-46.3343,-23.9313
c01397,-46.4603,-23.9115
c01398,-47.1094,-23.0052
c01399,-46.9255,-23.8233
c01400,-45.9076,-23.2121
c01401,-46.4909,-23.9876
c01402,-43.2535,-22.9928
c01403,-46.5579,-23.5299
c01404,-46.7622,-23.6521
c01405,-45.9045,-23.2045
c01406,-46.3909,-23.6518
c01407,-46.2057,-23.8873
c01408,-46.6717,-23.5634
c01409,-46.9941,-22.8338
c01410,-46.7476,-23.6001
c01411,-46.5612,-23.5319
c01412,-46.5105,-23.7558
c01413,-46.489,-23.1135
c01414,-46.2135,-22.7503
c01415,-46.313,-23.9624
c01416,-47.0312,-22.809
c01417,-46.4694,-23.6766
c01418,-46.4271,-23.4685
c01419,-46.7564,-23.3251
c01420,-46.331,-23.9557
c01421,-46.6603,-23.5413
c01422,-46.495,-23.4456
c01423,-46.5256,-23.6628
c01424,-46.8175,-23.5353
c01425,-46.5614,-23.5378
c01426,-46.5568,-23.5265
c01427,-46.6928,-23.5954
c01428,-46.694,-23.5722
c01429,-46.5624,-23.7358
c01430,-46.8354,-23.5241
c01431,-46.6113,-23.5269
c01432,-46.2677,-23.9732
c01433,-47.2122,-22.8368
c01434,-46.6361,-23.5349
c01435,-43.1722,-22.9226
c01436,-46.7473,-23.5209
c01437,-45.8743,-23.2733
c01438,-46.7127,-23.6285
c01439,-46.8173,-23.5311
c01440,-46.5524,-23.5195
c01441,-46.7544,-23.5246
c01442,-47.0079,-22.8965
c01443,-46.6617,-23.5548
c01444,-46.6769,-23.5596
c01445,-46.3321,-23.4884
c01446,-46.7845,-23.6147
c01447,-45.3258,-23.2091
c01448,-47.0285,-23.0768
c01449,-46.5582,-23.4863
c01450,-46.559,-23.5236
c01451,-45.6058,-23.0523
c01452,-46.6917,-23.5877
c01453,-46.5452,-23.6245
c01454,-46.4,-23.1667
c01455,-47.1402,-22.8607
c01456,-46.9006,-23.6034
c01457,-46.9,-23.1756
c01458,-46.799,-23.5255
c01459,-46.3732,-23.8386
c01460,-46.8364,-23.3916
c01461,-46.4571,-23.527
c01462,-45.9081,-23.2156
c01463,-46.5966,-23.7812
c01464,-46.7014,-23.5717
c01465,-46.8354,-23.5295
c01466,-46.4618,-23.6824
c01467,-46.5139,-23.6356
c01468,-47.1563,-23.0646
c01469,-46.7082,-23.664
c01470,-43.2724,-22.8769
c01471,-46.8902,-23.2047
c01472,-46.7903,-23.637
c01473,-46.5485,-23.5729
c01474,-46.7045,-23.5629
c01475,-46.7869,-23.4311
c01476,-43.182,-22.9496
c01477,-46.437,-23.898
c01478,-45.8568,-23.2807
c01479,-45.8341,-23.2731
c01480,-46.6605,-23.5334
c01481,-46.3289,-23.957
c01482,-46.7537,-23.6083
c01483,-46.8128,-23.6212
c01484,-45.9095,-23.3181
c01485,-46.57,-23.4663
c01486,-46.5023,-23.4252
c01487,-46.9196,-23.598
c01488,-45.068,-23.4149
c01489,-46.159,-23.3857
c01490,-45.5794,-23.0299
c01491,-46.5202,-23.7831
c01492,-46.5676,-23.611
c01493,-46.6357,-23.5433
c01494,-45.8771,-23.2307
c01495,-46.725,-23.6551
c01496,-46.4914,-23.8724
c01497,-46.6733,-23.6416
c01498,-46.5533,-23.4847
c01499,-46.8478,-23.6545
c01500,-46.8947,-23.5258
c01501,-46.3373,-22.8625
c01502,-46.4116,-23.4278
c01503,-46.5617,-23.5239
c01504,-46.3143,-23.4448
c01505,-46.7023,-23.6216
c01506,-46.8336,-23.6976
c01507,-46.9672,-23.8771
c01508,-46.4936,-23.6652
c01509,-46.469,-23.6742
c01510,-46.4978,-23.6844
c01511,-46.6701,-23.6179
c01512,-46.1873,-23.5169
c01513,-43.1898,-22.9654
c01514,-43.1815,-22.9128
c01515,-46.7337,-23.5454
c01516,-46.6828,-23.6411
c01517,-46.3284,-23.5172
c01518,-46.8799,-23.5116
c01519,-46.5058,-23.4439
c01520,-46.5815,-23.5359
c01521,-43.2142,-22.9611
c01522,-46.4544,-23.6788
c01523,-45.8721,-23.2391
c01524,-46.7174,-23.639
c01525,-46.3241,-23.9397
c01526,-46.5983,-23.6017
c01527,-46.6862,-23.5786
c01528,-47.0422,-22.8457
c01529,-46.7376,-23.5842
c01530,-45.9083,-22.3012
c01531,-46.2414,-23.4751
c01532,-46.5516,-23.6938
c01533,-43.21,-22.9519
c01534,-46.6601,-23.6248
c01535,-46.4273,-23.4356
c01536,-46.6571,-23.6908
c01537,-46.3447,-23.9669
c01538,-46.6725,-23.5149
c01539,-45.6377,-22.7879
c01540,-46.3474,-23.5802
c01541,-46.7305,-23.5093
c01542,-45.3622,-23.2014
c01543,-46.6112,-23.6689
c01544,-45.5126,-23.1232
c01545,-46.9051,-23.5288
c01546,-46.4651,-23.5974
c01547,-46.6766,-23.5285
c01548,-43.1917,-22.9646
c01549,-46.6955,-23.5086
c01550,-43.3468,-22.8022
c01551,-46.3857,-23.6411
c01552,-46.5173,-23.4527
c01553,-45.2487,-23.5522
c01554,-46.7216,-23.5373
c01555,-46.5755,-23.6678
c01556,-47.1051,-22.7865
c01557,-46.7053,-23.6644
c01558,-46.5335,-23.535
c01559,-46.6549,-23.5489
c01560,-46.8496,-23.6501
c01561,-43.182,-22.9017
c01562,-46.3782,-23.6299
c01563,-46.7375,-23.5486
c01564,-46.5218,-23.7843
c01565,-47.1184,-23.2625
c01566,-46.7419,-23.4782
c01567,-46.4287,-23.4695
c01568,-43.2462,-22.8152
c01569,-46.6758,-23.5612
c01570,-43.1927,-22.979
c01571,-46.532,-23.6638
c01572,-46.5477,-23.532
c01573,-46.6362,-23.5255
c01574,-47.0935,-22.8527
c01575,-46.2988,-23.9752
c01576,-45.9216,-23.2204
c01577,-46.6561,-23.5551
c01578,-46.709,-23.6254
c01579,-46.6526,-23.5494
c01580,-46.9283,-23.5322
c01581,-43.1758,-22.9519
c01582,-46.6069,-23.5952
c01583,-45.8358,-23.2574
c01584,-45.8325,-23.2594
c01585,-46.6222,-23.5392
c01586,-47.2422,-22.7438
c01587,-46.5798,-23.5276
c01588,-46.3262,-23.9452
c01589,-46.7468,-23.5616
c01590,-43.2459,-22.8707
c01591,-46.7282,-23.5401
c01592,-43.1858,-22.9035
c01593,-45.5338,-23.5366
c01594,-46.3308,-23.4047
c01595,-46.7351,-23.5265
c01596,-46.5458,-23.4701
c01597,-46.8005,-23.6853
c01598,-46.9217,-23.6143
c01599,-46.469,-23.6744
c01600,-46.6622,-23.6169
c01601,-44.9214,-23.3327
c01602,-47.0195,-22.8686
c01603,-45.0666,-23.4494
c01604,-46.447,-23.4173
c01605,-46.6996,-23.6233
c01606,-45.8991,-23.2196
c01607,-46.691,-23.6544
c01608,-46.1034,-22.6846
c01609,-46.7193,-23.6561
c01610,-46.6754,-23.5308
c01611,-46.5428,-23.5356
c01612,-46.7217,-23.572
c01613,-46.3522,-23.9306
c01614,-45.328,-23.5834
c01615,-46.581,-23.5416
c01616,-46.824,-23.6487
c01617,-46.3944,-23.552
c01618,-46.5847,-23.5215
c01619,-46.8961,-23.1735
c01620,-47.1214,-22.9348
c01621,-46.677,-23.6502
c01622,-46.4904,-23.4667
c01623,-46.626,-23.5186
c01624,-46.3625,-23.9365
c01625,-46.5112,-23.4702
c01626,-47.0732,-23.0302
c01627,-46.5711,-23.5069
c01628,-46.4099,-23.9338
c01629,-47.0101,-23.0352
c01630,-46.8408,-23.644
c01631,-45.4443,-23.637
c01632,-46.4907,-23.649
c01633,-46.6723,-23.5608
c01634,-46.5467,-23.6576
c01635,-46.7431,-23.5848
c01636,-46.6767,-23.6191
c01637,-46.7458,-23.5586
c01638,-46.863,-23.6952
c01639,-46.6103,-23.5486
c01640,-46.742,-23.5529
c01641,-46.5125,-23.7888
c01642,-46.5732,-23.5391
c01643,-46.5478,-23.4816
c01644,-43.1771,-22.9031
c01645,-46.3343,-23.9313
c01646,-43.208,-22.9639
c01647,-46.0521,-23.3082
c01648,-46.007,-23.411
c01649,-45.0602,-22.7161
c01650,-46.6973,-23.6236
c01651,-46.6454,-23.5271
c01652,-46.6477,-23.5479
c01653,-46.5585,-23.4973
c01654,-46.007,-23.411
c01655,-43.1809,-22.9068
c01656,-47.3232,-22.6539
c01657,-46.722,-23.6431
c01658,-46.6063,-23.5504
c01659,-46.5151,-23.4688
c01660,-46.5107,-23.8045
c01661,-46.3294,-23.5097
c01662,-46.749,-23.2147
c01663,-46.7493,-23.4653
c01664,-43.167,-22.9546
c01665,-44.9515,-23.3641
c01666,-46.7092,-23.5192
c01667,-46.2873,-23.9391
c01668,-46.8513,-23.7009
c01669,-46.7957,-23.6396
c01670,-43.8194,-22.483
c01671,-46.7539,-23.4018
c01672,-47.3169,-23.2448
c01673,-45.8441,-23.1815
c01674,-45.9027,-23.218
c01675,-46.8436,-23.5987
c01676,-43.2552,-22.8706
c01677,-46.538,-23.6363
c01678,-46.6105,-23.5341
c01679,-46.6768,-23.5144
c01680,-46.3236,-23.9514
c01681,-43.2495,-22.9732
c01682,-46.7859,-23.4417
c01683,-46.5431,-23.6648
c01684,-46.7444,-23.5659
c01685,-46.7716,-23.6337
c01686,-46.6414,-23.5554
c01687,-46.3651,-23.5043
c01688,-46.8879,-23.6384
c01689,-46.6353,-23.651
c01690,-45.4455,-23.5921
c01691,-46.7228,-23.6403
c01692,-46.6922,-23.5915
c01693,-47.2237,-22.7971
c01694,-46.402,-23.4701
c01695,-45.9299,-23.3116
c01696,-43.1921,-22.9818
c01697,-46.3304,-23.934
c01698,-45.1147,-23.4971
c01699,-46.6989,-23.5724
c01700,-46.675,-23.6416
c01701,-45.8933,-23.2138
c01702,-46.5519,-23.5352
c01703,-45.9487,-22.3879
c01704,-46.8845,-23.1897
c01705,-46.4841,-23.664
c01706,-46.6574,-23.618
c01707,-46.5895,-23.7411
c01708,-45.8641,-23.2474
c01709,-46.4114,-23.6916
c01710,-46.4385,-23.4637
c01711,-46.7319,-23.5592
c01712,-45.6614,-23.3837
c01713,-46.9171,-23.5292
c01714,-46.6993,-23.6148
c01715,-46.5211,-23.6542
c01716,-45.4814,-22.8972
c01717,-47.0757,-22.8115
c01718,-46.6354,-23.5998
c01719,-46.5602,-23.5119
c01720,-46.7719,-23.5269
c01721,-45.5915,-23.4586
c01722,-45.445,-23.5957
c01723,-43.2075,-22.9864
c01724,-45.1772,-23.496
c01725,-46.6571,-23.5625
c01726,-46.8748,-23.5952
c01727,-46.6092,-23.5629
c01728,-43.176,-22.91
c01729,-46.8352,-23.64
c01730,-46.2781,-23.5358
c01731,-46.6679,-23.6541
c01732,-46.5421,-23.534
c01733,-46.701,-23.6206
c01734,-46.5962,-23.529
c01735,-45.4235,-23.7226
c01736,-46.6347,-23.5184
c01737,-45.5447,-23.0249
c01738,-46.6353,-23.5351
c01739,-45.9449,-23.3052
c01740,-46.496,-23.4142
c01741,-46.7511,-23.5867
c01742,-46.5677,-23.5084
c01743,-46.3848,-23.6352
c01744,-46.6692,-23.528
c01745,-46.7952,-23.5257
c01746,-46.4127,-23.9207
c01747,-46.9011,-23.1593
c01748,-46.402,-23.6813
c01749,-45.9036,-23.2095
c01750,-43.188,-22.9091
c01751,-46.4691,-23.6745
c01752,-46.8055,-23.6423
c01753,-46.4594,-23.6691
c01754,-43.2276,-22.9826
c01755,-46.8295,-23.6275
c01756,-46.4703,-23.6623
c01757,-46.5281,-23.6521
c01758,-45.0735,-23.4505
c01759,-46.3468,-23.462
c01760,-46.8239,-23.6337
c01761,-43.1854,-22.97
c01762,-45.484,-23.574
c01763,-46.4913,-23.6577
c01764,-46.773,-23.3794
c01765,-43.3175,-23.0062
c01766,-46.4812,-23.9918
c01767,-45.6144,-23.0564
